x,y,r
518760.0,135290.0,9.5533
518760.0,138330.0,9.2081
518780.0,132650.0,10.045
518790.0,139320.0,9.2929
518810.0,134260.0,9.818999999999999
518810.0,140300.0,9.3972
518830.0,141290.0,9.4701
518840.0,142310.0,9.4861
518850.0,143330.0,9.454
518860.0,144370.0,9.3167
518880.0,145390.0,8.992
518890.0,133240.0,9.9773
518920.0,146400.0,8.6481
518930.0,136910.0,9.2147
518940.0,135890.0,9.3554
518940.0,137920.0,9.161
518960.0,138910.0,9.2189
518970.0,134870.0,9.6588
518990.0,139890.0,9.3259
519010.0,140880.0,9.424
519020.0,133840.0,9.8954
519030.0,141880.0,9.4766
519040.0,143940.0,9.3999
519040.0,142900.0,9.4729
519060.0,144960.0,9.1755
519100.0,145980.0,8.7428
519110.0,132830.0,10.002
519120.0,136490.0,9.2199
519120.0,137500.0,9.1365
519130.0,135460.0,9.4358
519140.0,138500.0,9.154
519170.0,134430.0,9.7681
519170.0,139480.0,9.2484
519190.0,140460.0,9.3585
519210.0,141460.0,9.4451
519220.0,142470.0,9.472000000000001
519230.0,143500.0,9.4438
519230.0,133410.0,9.9499
519250.0,144530.0,9.3074
519270.0,145560.0,8.9463
519300.0,137080.0,9.135
519310.0,136060.0,9.2516
519320.0,138080.0,9.1098
519330.0,135030.0,9.5707
519340.0,139070.0,9.1749
519360.0,140050.0,9.2821
519370.0,134000.0,9.8672
519390.0,141040.0,9.3902
519400.0,142040.0,9.457
519410.0,143060.0,9.4591
519430.0,144100.0,9.3891
519440.0,132990.0,9.9731
519450.0,145130.0,9.1511
519490.0,135620.0,9.3375
519490.0,146150.0,8.7168
519490.0,137660.0,9.0898
519490.0,136650.0,9.145
519510.0,138650.0,9.1163
519520.0,134600.0,9.7152
519540.0,139640.0,9.2046
519560.0,140620.0,9.3177
519570.0,133570.0,9.9404
519580.0,141610.0,9.4176
519590.0,142630.0,9.4556
519610.0,143660.0,9.4304
519630.0,144690.0,9.2924
519670.0,136210.0,9.1848
519670.0,137230.0,9.0906
519670.0,145720.0,8.8747
519680.0,135190.0,9.4898
519680.0,138230.0,9.0806
519710.0,139220.0,9.137
519720.0,134160.0,9.8444
519730.0,140200.0,9.2387
519750.0,141190.0,9.3554
519770.0,142190.0,9.4348
519770.0,133140.0,9.9771
519790.0,143220.0,9.4428
519810.0,144250.0,9.3741
519840.0,145280.0,9.1078
519850.0,136800.0,9.1062
519850.0,135780.0,9.2781
519860.0,137800.0,9.0673
519870.0,134750.0,9.6742
519880.0,138800.0,9.0888
519900.0,139780.0,9.1647
519910.0,133720.0,9.9097
519920.0,140770.0,9.2793
519950.0,141760.0,9.3891
519960.0,142770.0,9.4368
519980.0,143810.0,9.414
520010.0,144840.0,9.2711
520030.0,136360.0,9.1553
520030.0,137370.0,9.0702
520040.0,138370.0,9.0619
520040.0,135330.0,9.4505
520060.0,134310.0,9.8187
520060.0,145870.0,8.8467
520070.0,139360.0,9.1056
520090.0,140340.0,9.2016
520110.0,141330.0,9.3231
520140.0,142340.0,9.4109
520160.0,143360.0,9.424
520190.0,144400.0,9.3555
520200.0,136940.0,9.0919
520200.0,135920.0,9.2609
520210.0,137940.0,9.0554
520220.0,134890.0,9.6624
520230.0,145430.0,9.0397
520230.0,138940.0,9.0676
520250.0,139920.0,9.1332
520250.0,133860.0,9.8527
520280.0,140910.0,9.2481
520300.0,141900.0,9.3615
520330.0,142920.0,9.4157
520360.0,143950.0,9.3941
520370.0,136500.0,9.1494
520380.0,135480.0,9.4482
520380.0,137510.0,9.0609
520390.0,144990.0,9.2387
520400.0,138510.0,9.0481
520400.0,134450.0,9.7903
520420.0,139500.0,9.0819
520440.0,140480.0,9.1751
520450.0,146020.0,8.7798
520470.0,141470.0,9.2963
520500.0,142470.0,9.3865
520520.0,143500.0,9.4026
520550.0,136050.0,9.2612
520550.0,137070.0,9.0888
520560.0,138080.0,9.0467
520560.0,135030.0,9.6518
520560.0,144540.0,9.3335
520580.0,134000.0,9.7962
520580.0,139070.0,9.0507
520600.0,140060.0,9.1121
520610.0,145580.0,8.9671
520630.0,141040.0,9.2263
520660.0,142030.0,9.337
520690.0,143050.0,9.3932
520720.0,136630.0,9.1507
520720.0,135610.0,9.4522
520720.0,137640.0,9.056000000000001
520730.0,144090.0,9.3708
520740.0,138640.0,9.0372
520740.0,134580.0,9.7594
520760.0,139630.0,9.0652
520780.0,145130.0,9.1982
520790.0,140610.0,9.1591
520820.0,141600.0,9.2762
520840.0,146160.0,8.6931
520850.0,142600.0,9.3631
520890.0,136180.0,9.2657
520890.0,143630.0,9.3792
520890.0,137200.0,9.0897
520890.0,135160.0,9.6376
520900.0,138200.0,9.0386
520920.0,139200.0,9.0372
520940.0,144680.0,9.3081
520950.0,140180.0,9.0992
520980.0,141170.0,9.2128
521000.0,145720.0,8.8984
521010.0,142160.0,9.3165
521050.0,143180.0,9.3699
521050.0,136760.0,9.1563
521060.0,135740.0,9.4547
521060.0,137760.0,9.0534
521070.0,134710.0,9.7209
521080.0,138760.0,9.027999999999999
521100.0,139750.0,9.0536
521100.0,144220.0,9.3446
521130.0,140730.0,9.1502
521160.0,145270.0,9.1546
521170.0,141720.0,9.262
521210.0,142730.0,9.3418
521220.0,137320.0,9.0935
521220.0,136310.0,9.2756
521220.0,135280.0,9.6151
521240.0,138330.0,9.0318
521240.0,146300.0,8.5931
521260.0,139320.0,9.0266
521260.0,143760.0,9.354
521290.0,140300.0,9.0917
521320.0,144810.0,9.2797
521320.0,141290.0,9.2047
521370.0,142290.0,9.3
521380.0,136880.0,9.1666
521380.0,135860.0,9.4513
521390.0,134830.0,9.6611
521390.0,145850.0,8.8436
521390.0,137880.0,9.0523
521410.0,138880.0,9.0204
521420.0,143310.0,9.3463
521440.0,139870.0,9.0455
521470.0,144350.0,9.3157
521470.0,140850.0,9.1454
521490.0,146890.0,8.4405
521520.0,141840.0,9.2517
521550.0,137440.0,9.0988
521550.0,145400.0,9.1132
521550.0,136430.0,9.2872
521550.0,135400.0,9.5748
521570.0,142850.0,9.3224
521570.0,138440.0,9.0264
521590.0,139440.0,9.0182
521620.0,140420.0,9.0871
521630.0,143890.0,9.3269
521640.0,146440.0,8.507
521670.0,141410.0,9.1992
521700.0,144940.0,9.2485
521710.0,136990.0,9.1766
521710.0,135970.0,9.4375
521720.0,142400.0,9.2861
521720.0,134950.0,9.568999999999999
521720.0,138000.0,9.0519
521740.0,139000.0,9.0139
521770.0,139990.0,9.0394
521780.0,143430.0,9.3218
521790.0,145980.0,8.7898
521810.0,140970.0,9.1423
521850.0,144470.0,9.2842
521860.0,141960.0,9.243
521870.0,135520.0,9.5131
521870.0,136540.0,9.2923
521880.0,137550.0,9.103
521890.0,138550.0,9.0216
521900.0,147020.0,8.4448
521920.0,139550.0,9.0112
521930.0,142970.0,9.3036
521940.0,145530.0,9.0663
521960.0,140530.0,9.0838
522000.0,144010.0,9.2973
522010.0,141520.0,9.1946
522030.0,137100.0,9.1809
522030.0,135060.0,9.4912
522030.0,136090.0,9.4151
522040.0,138110.0,9.0507
522050.0,146570.0,8.4942
522070.0,142520.0,9.273
522070.0,139110.0,9.0078
522090.0,145060.0,9.2116
522100.0,140100.0,9.0345
522150.0,143550.0,9.2953
522150.0,141080.0,9.1397
522190.0,146110.0,8.7092
522190.0,135630.0,9.4582
522190.0,136650.0,9.2905
522200.0,137660.0,9.1038
522200.0,134600.0,9.4973
522220.0,142070.0,9.2346
522220.0,138660.0,9.0167
522230.0,144590.0,9.25
522250.0,139660.0,9.0051
522290.0,143090.0,9.2837
522300.0,140650.0,9.0809
522320.0,147150.0,8.4485
522330.0,145650.0,8.9963
522340.0,136190.0,9.3928
522350.0,137210.0,9.1806
522350.0,135170.0,9.4676
522360.0,141630.0,9.1895
522370.0,138220.0,9.0481
522380.0,144130.0,9.2642
522400.0,139220.0,9.0021
522430.0,142630.0,9.2594
522440.0,140210.0,9.0301
522460.0,146700.0,8.4842
522480.0,145180.0,9.1613
522500.0,135740.0,9.435
522500.0,141190.0,9.1363
522500.0,136760.0,9.2827
522510.0,137770.0,9.1028
522510.0,134710.0,9.4846
522520.0,143660.0,9.2668
522540.0,138770.0,9.0116
522570.0,142180.0,9.2251
522580.0,139770.0,8.9993
522600.0,146240.0,8.6034
522620.0,144710.0,9.2108
522630.0,140750.0,9.0771
522650.0,135280.0,9.4668
522650.0,136300.0,9.3756
522660.0,137310.0,9.1777
522660.0,143200.0,9.2607
522690.0,138320.0,9.0443
522710.0,141740.0,9.1826
522720.0,139320.0,8.9966
522740.0,145770.0,8.8897
522760.0,144240.0,9.2271
522770.0,140310.0,9.025
522790.0,142740.0,9.2427
522810.0,134820.0,9.4787
522810.0,135840.0,9.4268
522810.0,136860.0,9.2721
522830.0,137870.0,9.1001
522840.0,141300.0,9.1306
522870.0,138870.0,9.0068
522880.0,145300.0,9.084
522880.0,146820.0,8.4783
522900.0,143770.0,9.2352
522910.0,139870.0,8.9933
522930.0,142290.0,9.2128
522960.0,135380.0,9.4671
522960.0,136400.0,9.3628
522980.0,140860.0,9.0711
522980.0,137420.0,9.174
523010.0,138420.0,9.0404
523010.0,144830.0,9.158999999999999
523010.0,146360.0,8.533
523030.0,143310.0,9.2328
523050.0,139430.0,8.9916
523060.0,141850.0,9.1726
523110.0,140420.0,9.0181
523110.0,135940.0,9.4199
523120.0,134920.0,9.4851
523130.0,136960.0,9.2645
523150.0,145890.0,8.736
523150.0,137970.0,9.0971
523150.0,144350.0,9.1837
523160.0,142850.0,9.2209
523190.0,138980.0,9.0031
523190.0,141410.0,9.1214
523250.0,139980.0,8.9868
523270.0,135480.0,9.4613
523270.0,136500.0,9.3542
523280.0,145420.0,8.959
523280.0,143880.0,9.1977
523290.0,142400.0,9.1961
523300.0,137520.0,9.171
523310.0,146950.0,8.4708
523320.0,140970.0,9.0616
523330.0,138530.0,9.0378
523390.0,139530.0,8.9865
523410.0,144940.0,9.0805
523410.0,143420.0,9.1992
523420.0,135020.0,9.4832
523420.0,136040.0,9.4131
523420.0,141950.0,9.1583
523440.0,137060.0,9.2609
523440.0,146480.0,8.5028
523460.0,140520.0,9.0076
523470.0,138070.0,9.0949
523520.0,139080.0,9.0008
523540.0,142960.0,9.1925
523550.0,141510.0,9.1073
523550.0,144460.0,9.1271
523570.0,135580.0,9.4423
523570.0,146010.0,8.5948
523580.0,136600.0,9.3511
523590.0,140080.0,8.9799
523620.0,137620.0,9.1696
523660.0,138630.0,9.0383
523670.0,142500.0,9.1729
523670.0,143990.0,9.1497
523680.0,141070.0,9.0469
523700.0,145530.0,8.7878
523720.0,139630.0,8.982000000000001
523730.0,136140.0,9.4064
523760.0,137160.0,9.2607
523760.0,147070.0,8.4655
523790.0,142060.0,9.1377
523800.0,138170.0,9.0961
523800.0,143520.0,9.1588
523810.0,140630.0,8.9918
523830.0,145050.0,8.9584
523860.0,139180.0,9.0014
523880.0,146600.0,8.4903
523880.0,135680.0,9.4171
523900.0,136700.0,9.3521
523910.0,141610.0,9.0862
523920.0,143060.0,9.1555
523940.0,137710.0,9.1712
523940.0,140180.0,8.9722
523950.0,144570.0,9.0455
524000.0,138730.0,9.0431
524000.0,146120.0,8.5298
524040.0,141170.0,9.0247
524040.0,142610.0,9.1407
524040.0,136240.0,9.399
524070.0,139730.0,8.9783
524080.0,137260.0,9.2627
524080.0,144100.0,9.0855
524100.0,147650.0,8.4585
524130.0,145640.0,8.6355
524130.0,138270.0,9.1022
524160.0,140730.0,8.9716
524170.0,142160.0,9.107999999999999
524180.0,135780.0,9.3977
524200.0,143620.0,9.1078
524200.0,139280.0,9.0057
524220.0,147180.0,8.4634
524220.0,136800.0,9.3548
524250.0,145160.0,8.8022
524270.0,137810.0,9.1777
524290.0,141720.0,9.0557
524290.0,140280.0,8.9622
524320.0,143160.0,9.1076
524330.0,146710.0,8.4864
524330.0,138830.0,9.0536
524360.0,136340.0,9.3956
524370.0,144680.0,8.9314
524400.0,137350.0,9.2686
524410.0,141270.0,8.9928
524420.0,139830.0,8.9751
524430.0,142710.0,9.0971
524450.0,146230.0,8.5087
524470.0,138370.0,9.1153
524490.0,144200.0,9.0002
524500.0,135870.0,9.3925
524530.0,140830.0,8.9499
524540.0,136890.0,9.3589
524550.0,139380.0,9.0143
524550.0,142260.0,9.0668
524570.0,147760.0,8.4605
524570.0,145750.0,8.5572
524600.0,137910.0,9.1918
524610.0,143730.0,9.0409
524650.0,140380.0,8.9503
524660.0,141820.0,9.014
524680.0,136430.0,9.3962
524680.0,145270.0,8.6689
524680.0,138930.0,9.0705
524680.0,147300.0,8.469
524720.0,143260.0,9.0485
524730.0,137450.0,9.2799
524780.0,141370.0,8.9529
524780.0,139930.0,8.975
524790.0,146820.0,8.4857
524800.0,144780.0,8.802999999999999
524810.0,138470.0,9.1363
524810.0,135970.0,9.3932
524830.0,142810.0,9.0407
524870.0,136990.0,9.3645
524900.0,140930.0,8.9292
524900.0,139480.0,9.0281
524910.0,144300.0,8.8983
524910.0,146340.0,8.5027
524940.0,138010.0,9.2146
524940.0,142360.0,9.0124
524950.0,148340.0,8.4816
525000.0,136530.0,9.3981
525020.0,140480.0,8.939
525020.0,145860.0,8.529
525020.0,143830.0,8.9584
525030.0,139020.0,9.0932
525050.0,141920.0,8.9608
525050.0,147880.0,8.486
525070.0,137550.0,9.2971
525130.0,143360.0,8.9777
525130.0,145370.0,8.5917
525140.0,136070.0,9.3946
525140.0,140030.0,8.9806
525150.0,138560.0,9.1655
525160.0,147400.0,8.4862
525160.0,141470.0,8.9132
525200.0,137080.0,9.3717
525240.0,144880.0,8.6964
525240.0,142910.0,8.9718
525260.0,139580.0,9.0474
525260.0,146930.0,8.4883
525280.0,141030.0,8.9096
525280.0,138100.0,9.2461
525330.0,136620.0,9.4005
525340.0,144400.0,8.797
525340.0,142460.0,8.9463
525340.0,148920.0,8.5204
525370.0,146450.0,8.5018
525380.0,139120.0,9.122
525390.0,140580.0,8.9337
525410.0,137640.0,9.3206
525440.0,148450.0,8.527999999999999
525450.0,143920.0,8.8682
525450.0,142010.0,8.9024
525460.0,136160.0,9.3971
525470.0,145960.0,8.5222
525510.0,140130.0,8.9935
525510.0,138660.0,9.2034
525540.0,137180.0,9.3774
525540.0,147980.0,8.5322
525550.0,143460.0,8.899
525560.0,141570.0,8.8821
525580.0,145470.0,8.5576
525630.0,138200.0,9.2849
525630.0,139670.0,9.0723
525640.0,147510.0,8.5129
525650.0,143000.0,8.8954
525660.0,141130.0,8.8934
525670.0,136720.0,9.4006
525680.0,144980.0,8.6274
525740.0,147030.0,8.4935
525750.0,137730.0,9.3397
525750.0,139210.0,9.1574
525760.0,142550.0,8.8759
525770.0,140680.0,8.9377
525780.0,144490.0,8.7134
525800.0,136250.0,9.4021
525840.0,146540.0,8.5032
525850.0,149020.0,8.5926
525860.0,138750.0,9.2493
525860.0,142110.0,8.8537
525880.0,144020.0,8.7832
525880.0,137270.0,9.3723
525890.0,140230.0,9.0124
525940.0,146050.0,8.5226
525940.0,148550.0,8.6037
525960.0,141660.0,8.8579
525980.0,138290.0,9.32
525980.0,143550.0,8.8194
526000.0,136810.0,9.3909
526000.0,139770.0,9.1017
526030.0,148080.0,8.5896
526040.0,145560.0,8.5494
526060.0,141220.0,8.89
526080.0,143090.0,8.8209
526100.0,137830.0,9.3454
526110.0,139310.0,9.1983
526130.0,147610.0,8.5409
526140.0,145070.0,8.5922
526160.0,140770.0,8.9497
526170.0,142640.0,8.8157
526220.0,147130.0,8.4995
526230.0,137360.0,9.3443
526230.0,138840.0,9.291
526230.0,144580.0,8.6539
526270.0,140320.0,9.0342
526270.0,142200.0,8.8208
526310.0,146640.0,8.5064
526330.0,144110.0,8.7117
526340.0,138380.0,9.3327
526350.0,136900.0,9.3497
526360.0,149120.0,8.6568
526370.0,141760.0,8.849
526380.0,139860.0,9.1338
526410.0,146150.0,8.5257
526420.0,143640.0,8.7465
526440.0,148650.0,8.6655
526460.0,141310.0,8.8964
526460.0,137920.0,9.3401
526490.0,139400.0,9.2359
526500.0,145650.0,8.5505
526510.0,143180.0,8.7621
526530.0,148180.0,8.6431
526560.0,140860.0,8.9647
526580.0,137450.0,9.328
526590.0,145160.0,8.5821
526600.0,138930.0,9.3051
526600.0,142730.0,8.78
526620.0,147700.0,8.5677
526660.0,140410.0,9.0553
526680.0,144670.0,8.6226
526690.0,142290.0,8.8109
526700.0,150160.0,8.6331
526710.0,147220.0,8.5065
526710.0,138470.0,9.3235
526770.0,144190.0,8.6658
526770.0,139950.0,9.1603
526780.0,141840.0,8.8526
526790.0,146730.0,8.5111
526790.0,149690.0,8.6584
526860.0,143720.0,8.702
526870.0,141400.0,8.9077
526870.0,149210.0,8.6913
526870.0,139490.0,9.251
526880.0,146230.0,8.5318
526950.0,148740.0,8.7138
526950.0,143260.0,8.735
526970.0,145740.0,8.5554
526970.0,140950.0,8.9799
526980.0,139020.0,9.2962
527030.0,148260.0,8.6842
527030.0,142810.0,8.772
527060.0,145240.0,8.5832
527060.0,140490.0,9.0721
527110.0,147780.0,8.5925
527120.0,142370.0,8.812999999999999
527140.0,144750.0,8.6166
527150.0,150720.0,8.6328
527160.0,140030.0,9.1728
527190.0,147300.0,8.5154
527200.0,141930.0,8.8614
527230.0,144270.0,8.6535
527230.0,150250.0,8.6715
527260.0,139570.0,9.2478
527270.0,146810.0,8.5172
527290.0,141480.0,8.9208
527300.0,149770.0,8.7081
527310.0,143800.0,8.6925
527360.0,139110.0,9.2645
527360.0,146310.0,8.5396
527380.0,149300.0,8.7526
527380.0,141030.0,8.994
527390.0,143340.0,8.7326
527440.0,145820.0,8.5644
527450.0,148820.0,8.7585
527470.0,140580.0,9.0844
527470.0,142890.0,8.7741
527520.0,145320.0,8.5883
527530.0,148340.0,8.7193
527550.0,142450.0,8.8204
527560.0,140120.0,9.1775
527600.0,144830.0,8.6182
527610.0,147860.0,8.613999999999999
527630.0,142010.0,8.8737
527650.0,139650.0,9.2335
527680.0,150800.0,8.6653
527680.0,144350.0,8.6541
527680.0,147380.0,8.5255
527710.0,141560.0,8.9352
527750.0,150330.0,8.7314
527750.0,139190.0,9.2315
527760.0,146890.0,8.5245
527760.0,143880.0,8.6935
527790.0,141110.0,9.0075
527820.0,149850.0,8.7793
527830.0,146390.0,8.5476
527840.0,143420.0,8.7355
527880.0,140660.0,9.0937
527890.0,149370.0,8.808
527910.0,142970.0,8.7813
527910.0,145890.0,8.5756
527960.0,148900.0,8.8018
527970.0,140200.0,9.1787
527990.0,145400.0,8.5983
527990.0,142530.0,8.8322
528030.0,148420.0,8.7499
528050.0,139730.0,9.2203
528060.0,144910.0,8.6248
528060.0,142080.0,8.8881
528080.0,151830.0,8.677999999999999
528100.0,147940.0,8.635
528140.0,141640.0,8.9502
528140.0,144420.0,8.6588
528150.0,151360.0,8.6727
528170.0,147450.0,8.5394
528210.0,150880.0,8.722000000000001
528210.0,143950.0,8.699
528220.0,141190.0,9.0213
528240.0,146960.0,8.5336
528280.0,143490.0,8.7437
528280.0,150400.0,8.7926
528300.0,140730.0,9.1028
528310.0,146460.0,8.5549
528340.0,149920.0,8.8373
528350.0,143040.0,8.793
528380.0,140270.0,9.1805
528380.0,145960.0,8.5861
528410.0,149450.0,8.8546
528430.0,142600.0,8.8462
528460.0,145470.0,8.6109
528460.0,139810.0,9.219
528470.0,148970.0,8.8425
528500.0,142160.0,8.9031
528530.0,148490.0,8.7864
528530.0,144970.0,8.6364
528570.0,141710.0,8.9658
528600.0,144490.0,8.6691
528600.0,148010.0,8.6698
528630.0,151900.0,8.6786
528640.0,141260.0,9.0366
528660.0,147520.0,8.5642
528670.0,144020.0,8.7095
528690.0,151430.0,8.6923
528720.0,140800.0,9.1149
528730.0,143560.0,8.7559
528730.0,147020.0,8.5444
528750.0,150950.0,8.7746
528790.0,140340.0,9.1866
528790.0,146530.0,8.562000000000001
528800.0,143110.0,8.8065
528810.0,150470.0,8.8448
528860.0,146030.0,8.5945
528870.0,149990.0,8.8843
528870.0,142670.0,8.8603
528870.0,139880.0,9.2227
528920.0,149510.0,8.8982
528920.0,145530.0,8.623
528930.0,142220.0,8.9178
528980.0,149030.0,8.8842
528990.0,145040.0,8.6502
529000.0,141780.0,8.9812
529040.0,148550.0,8.8322
529060.0,144560.0,8.6828
529070.0,141330.0,9.0523
529100.0,148070.0,8.7258
529120.0,144080.0,8.7229
529140.0,140870.0,9.1291
529150.0,147580.0,8.6069
529170.0,151970.0,8.6979
529180.0,143630.0,8.7691
529210.0,147090.0,8.5607
529210.0,140410.0,9.1974
529220.0,151490.0,8.7252
529250.0,143180.0,8.8197
529270.0,146590.0,8.5712
529280.0,151010.0,8.8152
529280.0,139940.0,9.2328
529310.0,142730.0,8.8735
529330.0,146090.0,8.601
529340.0,150530.0,8.8914
529370.0,142290.0,8.9312
529390.0,145590.0,8.6329
529390.0,150050.0,8.9307
529430.0,141840.0,8.9945
529440.0,149570.0,8.9442
529450.0,145100.0,8.6631
529490.0,149090.0,8.9292
529500.0,141390.0,9.0646
529510.0,144620.0,8.6967
529540.0,148610.0,8.8818
529560.0,140930.0,9.1403
529570.0,144140.0,8.7365
529590.0,148120.0,8.7917
529630.0,140470.0,9.2089
529630.0,143690.0,8.7821
529650.0,147630.0,8.6683
529690.0,140000.0,9.2408
529690.0,143230.0,8.8322
529700.0,147140.0,8.5894
529710.0,152040.0,8.775
529750.0,146640.0,8.5876
529750.0,142790.0,8.8859
529760.0,139540.0,9.2868
529760.0,151550.0,8.7851
529810.0,142340.0,8.9433
529810.0,146140.0,8.6079
529810.0,151070.0,8.842
529860.0,145650.0,8.6409
529860.0,150590.0,8.9327
529860.0,141900.0,9.0052
529910.0,150100.0,8.9785
529920.0,145150.0,8.6745
529920.0,141450.0,9.0726
529960.0,149620.0,8.995
529970.0,144670.0,8.7099
529980.0,140990.0,9.145
530000.0,149140.0,8.9773
530030.0,144200.0,8.7497
530040.0,140530.0,9.2144
530050.0,148660.0,8.931000000000001
530080.0,143740.0,8.7948
530090.0,148170.0,8.8548
530100.0,140060.0,9.2518
530130.0,143290.0,8.8445
530140.0,147680.0,8.7408
530170.0,139590.0,9.2905
530180.0,147190.0,8.6404
530180.0,142840.0,8.8978
530230.0,139120.0,9.3025
530230.0,146690.0,8.6097
530240.0,142400.0,8.9543
530280.0,146190.0,8.6207
530290.0,151610.0,8.861
530290.0,141950.0,9.0142
530330.0,145690.0,8.6502
530340.0,141500.0,9.078
530340.0,151120.0,8.8908
530380.0,145200.0,8.6858
530390.0,150640.0,8.9701
530400.0,141040.0,9.1446
530430.0,144720.0,8.722999999999999
530430.0,150150.0,9.0257
530450.0,140580.0,9.2108
530470.0,149670.0,9.0478
530470.0,144250.0,8.7634
530510.0,149180.0,9.0276
530510.0,140110.0,9.2626
530520.0,143790.0,8.8082
530550.0,148700.0,8.9797
530570.0,139640.0,9.2984
530570.0,143340.0,8.8573
530580.0,148210.0,8.9114
530620.0,139180.0,9.2995
530620.0,147720.0,8.8133
530620.0,142890.0,8.9098
530660.0,147230.0,8.7067
530670.0,142440.0,8.9648
530680.0,138710.0,9.2558
530700.0,146730.0,8.6452
530710.0,142000.0,9.0223
530750.0,146230.0,8.6453
530760.0,141540.0,9.0823
530790.0,145740.0,8.6647
530810.0,141090.0,9.1442
530830.0,145250.0,8.6992
530860.0,151170.0,8.9722
530860.0,140620.0,9.2063
530880.0,144760.0,8.738
530900.0,150680.0,9.0304
530910.0,140160.0,9.2641
530920.0,144290.0,8.7791
530940.0,150190.0,9.0731
530960.0,143830.0,8.8237
530960.0,139690.0,9.3019
530970.0,149710.0,9.0997
531000.0,143380.0,8.8717
531010.0,149220.0,9.0791
531020.0,139220.0,9.3004
531040.0,148740.0,9.0278
531050.0,142930.0,8.9227
531070.0,138750.0,9.2733
531070.0,148250.0,8.9609
531090.0,142490.0,8.9755
531100.0,147760.0,8.8773
531130.0,142040.0,9.0301
531140.0,147260.0,8.7773
531170.0,141590.0,9.0865
531170.0,146770.0,8.7008
531210.0,146270.0,8.6794
531220.0,141130.0,9.1442
531240.0,145770.0,8.6898
531260.0,140670.0,9.2026
531280.0,145280.0,8.7187
531310.0,140200.0,9.2613
531320.0,144800.0,8.757
531360.0,139730.0,9.3056
531360.0,144330.0,8.7984
531370.0,151210.0,9.0396
531400.0,139260.0,9.3082
531400.0,143870.0,8.8421
531410.0,150720.0,9.0673
531430.0,143420.0,8.8884
531440.0,150230.0,9.1158
531450.0,138790.0,9.3066
531470.0,149740.0,9.149
531470.0,142970.0,8.9369
531500.0,149250.0,9.1292
531510.0,142520.0,8.9868
531520.0,148770.0,9.0742
531550.0,142070.0,9.0381
531550.0,148280.0,9.0047
531580.0,147790.0,8.9308
531580.0,141620.0,9.091000000000001
531600.0,147290.0,8.8442
531620.0,141160.0,9.145
531630.0,146800.0,8.7673
531660.0,146300.0,8.7261
531660.0,140700.0,9.2
531690.0,145810.0,8.7283
531700.0,140240.0,9.2571
531730.0,145320.0,8.7483
531750.0,139770.0,9.3046
531760.0,144840.0,8.783
531790.0,139300.0,9.3194
531790.0,144360.0,8.823
531820.0,143900.0,8.865
531830.0,138830.0,9.3267
531860.0,143450.0,8.9085
531870.0,151240.0,9.0591
531890.0,143000.0,8.9534
531900.0,150740.0,9.0899
531920.0,150250.0,9.1561
531920.0,142550.0,8.9993
531950.0,149760.0,9.1951
531950.0,142110.0,9.0468
531970.0,149280.0,9.1765
531990.0,148790.0,9.1193
531990.0,141650.0,9.0961
532010.0,148300.0,9.0463
532020.0,141200.0,9.1469
532040.0,147810.0,8.9782
532060.0,140740.0,9.1988
532060.0,147320.0,8.9054
532080.0,146820.0,8.8358
532100.0,140270.0,9.2534
532110.0,146330.0,8.7865
532130.0,145830.0,8.7793
532130.0,139800.0,9.3025
532160.0,145340.0,8.7905
532170.0,139330.0,9.323
532190.0,144860.0,8.8185
532210.0,138860.0,9.3308
532220.0,144390.0,8.8549
532250.0,143930.0,8.8937
532270.0,143480.0,8.933
532300.0,143030.0,8.9729
532330.0,142580.0,9.0139
532350.0,151260.0,9.0557
532360.0,142130.0,9.0568
532370.0,150770.0,9.1054
532390.0,150270.0,9.187999999999999
532390.0,141680.0,9.1024
532410.0,149780.0,9.235
532420.0,141230.0,9.1502
532430.0,149290.0,9.2196
532450.0,140760.0,9.1998
532450.0,148810.0,9.1629
532460.0,148320.0,9.0877
532480.0,147830.0,9.0236
532480.0,140300.0,9.2517
532500.0,147340.0,8.9627
532520.0,146840.0,8.9032
532520.0,139830.0,9.2999
532540.0,146350.0,8.8566
532550.0,139360.0,9.322000000000001
532560.0,145850.0,8.8398
532590.0,138900.0,9.3288
532590.0,145370.0,8.8453
532610.0,144890.0,8.8655
532630.0,144420.0,8.8959
532660.0,143960.0,8.9292
532680.0,143500.0,8.9626
532710.0,143050.0,8.9963
532730.0,142610.0,9.0312
532760.0,142160.0,9.0688
532790.0,141710.0,9.1103
532810.0,141250.0,9.1554
532820.0,151280.0,9.0519
532830.0,150780.0,9.1173
532840.0,140790.0,9.2029
532850.0,150290.0,9.2194
532860.0,149800.0,9.2718
532870.0,140330.0,9.253
532870.0,149310.0,9.2592
532890.0,148820.0,9.2054
532900.0,148330.0,9.1311
532900.0,139860.0,9.2983
532910.0,147840.0,9.0703
532930.0,139390.0,9.3186
532930.0,147350.0,9.019
532940.0,146860.0,8.9699
532960.0,146360.0,8.9298
532970.0,138920.0,9.3233
532980.0,145870.0,8.9087
533000.0,145390.0,8.9107
533020.0,144910.0,8.9239
533040.0,144440.0,8.9465
533070.0,143980.0,8.9721
533090.0,143520.0,8.9978
533110.0,143070.0,9.024
533130.0,142630.0,9.052
533150.0,142180.0,9.0836
533180.0,141730.0,9.1208
533200.0,141270.0,9.1632
533230.0,140810.0,9.2086
